The burger is not a animal!	52acef1ae29aa8be52a5.m4a
The taco is not a animal!	638428589ff8ce07ff4b.m4a
The sandwich is not a animal!	0bbc10faf133677cbfb1.m4a
The spaghetti is not a animal!	5bab1e663320cf6dedd6.m4a
The apple is not a vehicle!	911c3c2cfd4d166f26b0.m4a
The orange is not a vehicle!	dc45dfde8879996393ec.m4a
The lemon is not a vehicle!	e2a870cbf6fee79d4022.m4a
The strawberry is not a vehicle!	9cec1b4f90a55af171a8.m4a
The grapes is not a vehicle!	7a4932e139d8e9bee454.m4a
The banana is not a vehicle!	146d7766d27ae56e55c4.m4a
The watermelon is not a vehicle!	fb8562b4871cd8c669ec.m4a
The peach is not a vehicle!	e7c8d163f4f5df88db8c.m4a
The dog is not a vehicle!	075d2fbc6c1cffdf85a4.m4a
The cat is not a vehicle!	c821f490437b9600a783.m4a
The frog is not a vehicle!	95c2377e351831fbf655.m4a
The bunny is not a vehicle!	aa349aa0b8887f1086b0.m4a
The bear is not a vehicle!	bc556f61f91d181cc4cf.m4a
The cow is not a vehicle!	0286d47c5f4882af9486.m4a
The pig is not a vehicle!	f9494898571963780cfe.m4a
The lion is not a vehicle!	c0833e592235990ab207.m4a
The blossom is not a vehicle!	afc9be3ec174e397a34e.m4a
The sunflower is not a vehicle!	063a25421f1a255d6ed4.m4a
The hibiscus is not a vehicle!	11b6c2331d9475abe7f4.m4a
The tulip is not a vehicle!	cc123e17548626586d8b.m4a
The rose is not a vehicle!	d28efa60651fc75cf897.m4a
The sun is not a vehicle!	196d7aae5b3f8aa1ba7f.m4a
The moon is not a vehicle!	6cd5528ec25dbe42f3dc.m4a
The star is not a vehicle!	dd14ec7d889a326b713b.m4a
The cloud is not a vehicle!	ad9f796897e7a08ede73.m4a
The rainbow is not a vehicle!	3812292ffbe4566b93a5.m4a
The fish is not a vehicle!	0dff7b81be9357fa9ada.m4a
The dolphin is not a vehicle!	b84d0f55708f6b9c75b5.m4a
The octopus is not a vehicle!	9c9699dfb811b1ef7043.m4a
The crab is not a vehicle!	806650bfdef8dae4e0f9.m4a
The whale is not a vehicle!	41d4a40b8b0961414073.m4a
The seashell is not a vehicle!	538bbeac910bfef5c530.m4a
The ice cream is not a vehicle!	ecea6d724b08421894bf.m4a
The cupcake is not a vehicle!	b46f203f8511f26d3e86.m4a
The cake is not a vehicle!	0d8f4fc745956f076f6a.m4a
The lollipop is not a vehicle!	4d05b2087561f24146c8.m4a
The donut is not a vehicle!	61f70e7fa8557f11c311.m4a
The cookie is not a vehicle!	ca772d611b7fd78dbfe7.m4a
The broccoli is not a vehicle!	7979fba382f1f5f8dff3.m4a
The carrot is not a vehicle!	af5cad49805510d62d1f.m4a
The corn is not a vehicle!	2f02b329ae6d33897729.m4a
The tomato is not a vehicle!	c00003c15ae6d654f425.m4a
The cucumber is not a vehicle!	c1dd52044e6787bd02e1.m4a
The sneaker is not a vehicle!	9f9fb385321c1aede760.m4a
The cap is not a vehicle!	920b95edb4ecd2e9a0c9.m4a
The glove is not a vehicle!	cece3677e0be78f139ef.m4a
The sock is not a vehicle!	691da4c90789097791bf.m4a
The dress is not a vehicle!	63ed86753542eab13bc2.m4a
The coat is not a vehicle!	1acf74f3a17cc5a3c841.m4a
The piano is not a vehicle!	b7da2b1a760b7186760a.m4a
The guitar is not a vehicle!	208a45b03f41861afa96.m4a
The trumpet is not a vehicle!	75ecddae9d1b9814d6d6.m4a
The drum is not a vehicle!	b4e16480efd000601992.m4a
The violin is not a vehicle!	c6a6e8de6733c76c8b82.m4a
The bee is not a vehicle!	7391243f702568ac4247.m4a
The ladybug is not a vehicle!	82796401ad98f4170efb.m4a
The butterfly is not a vehicle!	43e00e1e7980bde222b0.m4a
The caterpillar is not a vehicle!	9b1bcb9d3ac5475d8290.m4a
The ant is not a vehicle!	6fd6ef1287646045e47b.m4a
The soccer ball is not a vehicle!	82438834b5f8af627f75.m4a
The basketball is not a vehicle!	221d3c17f6d46ddceaab.m4a
The tennis ball is not a vehicle!	bc7eb5774c770feb1706.m4a
The baseball is not a vehicle!	767c088c9737f0e72a56.m4a
The pizza is not a vehicle!	7cdd9a74d505b7c6d8ab.m4a
The burger is not a vehicle!	5f05aec6e0573624f97b.m4a
The taco is not a vehicle!	34be84d07fb30f4eda91.m4a
The sandwich is not a vehicle!	29c6d90329d0cd35c4e7.m4a
The spaghetti is not a vehicle!	c6d1f5200128b502989f.m4a
The apple is not a flower!	0c9cb91aaee7619f4e99.m4a
The orange is not a flower!	1317189065027054aede.m4a
The lemon is not a flower!	8200dd21bcdce294af12.m4a
The strawberry is not a flower!	a57f1caf0cfb2d45a0f2.m4a
The grapes is not a flower!	e63a277eebaeee424d4c.m4a
The banana is not a flower!	4adc771f31a7f6194912.m4a
The watermelon is not a flower!	b904ec80b647fcc26aab.m4a
The peach is not a flower!	e6007faffc975ac56231.m4a
The dog is not a flower!	d447d72d3d499a2449d9.m4a
The cat is not a flower!	9ec6199eab31c6d48170.m4a
The frog is not a flower!	dbda9e8b9b82d128709b.m4a
The bunny is not a flower!	782f1065e653b742be7a.m4a
The bear is not a flower!	b82cfd13c3527adc9b20.m4a
The cow is not a flower!	f55f160b827b5dbe20c6.m4a
The pig is not a flower!	02147cf8f6714cc2b895.m4a
The lion is not a flower!	7608fc4dbc07ed9f16cb.m4a
The car is not a flower!	a5d3ecb5010a03a52029.m4a
The bus is not a flower!	bf4f49d0009e13ded833.m4a
The train is not a flower!	a743c16b9aa30bf20b33.m4a
The plane is not a flower!	5e5ca42bec3b635bf640.m4a
The helicopter is not a flower!	efa7b420d6e7fad2dc25.m4a
The tractor is not a flower!	01c0130b45d8a74419ba.m4a
The scooter is not a flower!	e304dd30b1b6b696ad03.m4a
The sun is not a flower!	04ce5bfc043e1e0bf91c.m4a
The moon is not a flower!	1eacb96881a820edbefc.m4a
The star is not a flower!	e421301f00a98bdb1a6e.m4a
The cloud is not a flower!	1145b1a6a2688465d93c.m4a
The rainbow is not a flower!	ad86f83958dfb38c39ef.m4a
The fish is not a flower!	72411496bdc75d2e67d1.m4a
The dolphin is not a flower!	0032d79ece1e7f1204e4.m4a
The octopus is not a flower!	ccbddeb750e9cf9826ed.m4a
The crab is not a flower!	44932f41035e61ea8d92.m4a
The whale is not a flower!	be486c975f7cc2eaa654.m4a
The seashell is not a flower!	087fdf91847bc417fec4.m4a
The ice cream is not a flower!	9adcbb3359efaf510f49.m4a
The cupcake is not a flower!	1e2093f9563e8440fbf9.m4a
The cake is not a flower!	637e677e63b900cf47eb.m4a
The lollipop is not a flower!	8debd85e78542958bdad.m4a
The donut is not a flower!	4c016e63d2fc72d9f471.m4a
The cookie is not a flower!	efe340aadf23008eacd3.m4a
The broccoli is not a flower!	ddd9c7e7b2934f417b25.m4a
The carrot is not a flower!	4f13569e32f764b83004.m4a
The corn is not a flower!	d142be6030b1d29d338f.m4a
The tomato is not a flower!	0a296731839815fa1ca1.m4a
The cucumber is not a flower!	45536c6c79a5e4e99934.m4a
The sneaker is not a flower!	1fe5468863efedc35702.m4a
The cap is not a flower!	37680adb854c22fc7d87.m4a
The glove is not a flower!	b3de7bd84101d9b62bdd.m4a
The sock is not a flower!	374912b2d0904486e6bd.m4a
The dress is not a flower!	9d41193605ff86cae620.m4a
The coat is not a flower!	1872538264988cd1a59e.m4a
The piano is not a flower!	58b39696f6560e7a503c.m4a
The guitar is not a flower!	08991451b82fe109482f.m4a
The trumpet is not a flower!	b6efe376076245a40e29.m4a
The drum is not a flower!	0a86851eb2ac79834d25.m4a
The violin is not a flower!	e3aadcece75fe87c99b8.m4a
The bee is not a flower!	6b7569e2177098f6f047.m4a
The ladybug is not a flower!	8219334e8e5f45f7f745.m4a
The butterfly is not a flower!	649a5e010683dfc8f528.m4a
The caterpillar is not a flower!	1ea91fe91dd0057e18c0.m4a
The ant is not a flower!	c62ba43094176d45f303.m4a
The soccer ball is not a flower!	e4fa4977a518861d3164.m4a
The basketball is not a flower!	b4e224818c34722eb06a.m4a
The tennis ball is not a flower!	5ed300da10bfb98a3a3c.m4a
The baseball is not a flower!	a966ccd92e2c60fd2166.m4a
The pizza is not a flower!	c9a425736ee872f6cf80.m4a
The burger is not a flower!	8a240c66a0e064e1382e.m4a
The taco is not a flower!	6d106fb6429879f2e844.m4a
The sandwich is not a flower!	31b987e1a4852f57689f.m4a
The spaghetti is not a flower!	dc34a4846dddfbad8d58.m4a
The apple is not a sky thing!	a0c9c505a14c1520217c.m4a
The orange is not a sky thing!	bdcb01ea9ff37012942c.m4a
The lemon is not a sky thing!	afe87f630105c9186ddb.m4a
The strawberry is not a sky thing!	4b1d7549055de13a7ebe.m4a
The grapes is not a sky thing!	a5f83ed04662a933b8af.m4a
The banana is not a sky thing!	1a6fdd9b99cdd90721b1.m4a
The watermelon is not a sky thing!	a744db454e8a5b7a1ae2.m4a
The peach is not a sky thing!	c1589e7e5a9705cfec57.m4a
The dog is not a sky thing!	94b427277128569abbe4.m4a
The cat is not a sky thing!	edff9b9b61e780a7a713.m4a
The frog is not a sky thing!	fb8b85012666da6817a5.m4a
The bunny is not a sky thing!	5476915d4cc1f1306013.m4a
The bear is not a sky thing!	1e6f6df76d00603450bd.m4a
The cow is not a sky thing!	483a3c0ba3d504335c46.m4a
The pig is not a sky thing!	8310f9276ff78acbbc16.m4a
The lion is not a sky thing!	5056850be5a8f5e7d3c9.m4a
The car is not a sky thing!	ecd3e4a4667f03b2e5e6.m4a
The bus is not a sky thing!	93dfa02c08d7c630e73c.m4a
The train is not a sky thing!	873b9022c5865f117c51.m4a
The plane is not a sky thing!	9010a54a840e6d39ba91.m4a
The helicopter is not a sky thing!	7ee3e0e055ce4a86e669.m4a
The tractor is not a sky thing!	450a21f8c1adadbb0aff.m4a
The scooter is not a sky thing!	2797f156971d095c2e0a.m4a
The blossom is not a sky thing!	c6165011562ddb034ec8.m4a
The sunflower is not a sky thing!	d801976dbdbe250d1f37.m4a
The hibiscus is not a sky thing!	1a931f29fdf6555ce540.m4a
The tulip is not a sky thing!	614634025c1bfa917bb0.m4a
The rose is not a sky thing!	30238169be225cb0f645.m4a
The fish is not a sky thing!	5f4cef52f71477fc446a.m4a
The dolphin is not a sky thing!	5504d29eb174b9bba243.m4a
The octopus is not a sky thing!	cd13657a38637bb76271.m4a
The crab is not a sky thing!	8865c294fe927f4779b2.m4a
The whale is not a sky thing!	104a55f3f1df9d4938a4.m4a
The seashell is not a sky thing!	19ab7498c55db4e96f49.m4a
The ice cream is not a sky thing!	e5a19b5f5dfd278e5697.m4a
The cupcake is not a sky thing!	caa185ab3cb2a32d1561.m4a
The cake is not a sky thing!	986a4683761091e2877b.m4a
The lollipop is not a sky thing!	beb2f3fcdcccbab49e5f.m4a
The donut is not a sky thing!	629c16fe62d589173ccb.m4a
The cookie is not a sky thing!	de7b7fa17b03ae4bc262.m4a
The broccoli is not a sky thing!	dcc1503d9b348caa72de.m4a
The carrot is not a sky thing!	287ec8e985e6e7878c3e.m4a
The corn is not a sky thing!	24e26ef055ec9a4dba9f.m4a
The tomato is not a sky thing!	68ba51bcaf734d904ec6.m4a
The cucumber is not a sky thing!	2eab70163ce4a8386cd6.m4a
The sneaker is not a sky thing!	24d3711a59c33207a5e8.m4a
The cap is not a sky thing!	ead846f389995f103c06.m4a
The glove is not a sky thing!	9f6fbdd5bded296ac95b.m4a
The sock is not a sky thing!	d3cee3a4d159c1f6437a.m4a
The dress is not a sky thing!	6c881c8267621f24973a.m4a
The coat is not a sky thing!	021efb06b68f9f33da2b.m4a
The piano is not a sky thing!	199ea04ea14cd5ef4b42.m4a
The guitar is not a sky thing!	5e0e170cd0912cdecf3f.m4a
The trumpet is not a sky thing!	20c53971c533db0a821a.m4a
The drum is not a sky thing!	2528b0b829cd10637e2b.m4a
The violin is not a sky thing!	8395b046af30b7795155.m4a
The bee is not a sky thing!	8d16cda4cd4e488e7312.m4a
The ladybug is not a sky thing!	06a193152ba5fc962b42.m4a
The butterfly is not a sky thing!	b5aba1244a0a755351e7.m4a
The caterpillar is not a sky thing!	b1928c4fe60eb00da2e6.m4a
The ant is not a sky thing!	be63d6aa8e7654c4eb5e.m4a
The soccer ball is not a sky thing!	60e15a69bd3862fb531e.m4a
The basketball is not a sky thing!	00b92e5e95797f25bc02.m4a
The tennis ball is not a sky thing!	ac170637c746038799be.m4a
The baseball is not a sky thing!	3d5106332370d3b071a8.m4a
The pizza is not a sky thing!	be8842eb2f7212d0f119.m4a
The burger is not a sky thing!	279425cfde31573a0e4b.m4a
The taco is not a sky thing!	e874b8fd5aee9f6af183.m4a
The sandwich is not a sky thing!	861d9573bf78f7632b78.m4a
The spaghetti is not a sky thing!	a48b1bebb8e76896577d.m4a
The apple is not a sea friend!	e0c9f9f9c29b4ce1e70e.m4a
The orange is not a sea friend!	326603ef04718f97c7a2.m4a
The lemon is not a sea friend!	af07c52241804cb5d9dd.m4a
The strawberry is not a sea friend!	b149f9edca967373ddc2.m4a
The grapes is not a sea friend!	0b50239c26fd52ad14e0.m4a
The banana is not a sea friend!	e364eb18a92f8051e244.m4a
The watermelon is not a sea friend!	f8c9a7377ab41c3720d3.m4a
The peach is not a sea friend!	aa13a2267e0d7a19e4a1.m4a
The dog is not a sea friend!	4bb8c446f6a1e5893097.m4a
The cat is not a sea friend!	c3e455c498ddfee991d1.m4a
The frog is not a sea friend!	4f0157cec85633ff6d29.m4a
The bunny is not a sea friend!	55281d5459c991dddb96.m4a
The bear is not a sea friend!	43e3d0b9dbfb1de88e13.m4a
The cow is not a sea friend!	03c6313b625d012860ca.m4a
The pig is not a sea friend!	b7ea00a057c77d47fcb2.m4a
The lion is not a sea friend!	fce43f437c7160a0334c.m4a
The car is not a sea friend!	a7110b3e74c55f81c196.m4a
The bus is not a sea friend!	52ccc631996a5a32b1f4.m4a
The train is not a sea friend!	25257935a5ab6100af38.m4a
The plane is not a sea friend!	197cc5325ad947e82e7d.m4a
The helicopter is not a sea friend!	eafa255a7d447dd2de5f.m4a
The tractor is not a sea friend!	070a47cda63e5fbc4bb5.m4a
The scooter is not a sea friend!	2cdb7e99de2ff59097c4.m4a
The blossom is not a sea friend!	5aecec0bd749840f0858.m4a
The sunflower is not a sea friend!	3bc01e5b73a9eb3c240c.m4a
The hibiscus is not a sea friend!	3a8406d1b3a01ea614b5.m4a
The tulip is not a sea friend!	bcce5c02676febf99af7.m4a
The rose is not a sea friend!	78aa547c5aed96324cc2.m4a
The sun is not a sea friend!	cc83dfc92e021c45e9cb.m4a
The moon is not a sea friend!	eb161fc7f515f94e3549.m4a
The star is not a sea friend!	dfc5a01ad4c2974db0a7.m4a
The cloud is not a sea friend!	2d5abd2ea6a33d5c7ae0.m4a
The rainbow is not a sea friend!	4ae1501f57f5792145a9.m4a
The ice cream is not a sea friend!	ae1f8370936db151703d.m4a
The cupcake is not a sea friend!	84386402967506099b76.m4a
The cake is not a sea friend!	c11034e29cffd3ed976b.m4a
The lollipop is not a sea friend!	6f243d5a1caa326dbca6.m4a
The donut is not a sea friend!	1b25e6476fb8d2854d43.m4a
The cookie is not a sea friend!	094f99ace8bab4fe3d1a.m4a
The broccoli is not a sea friend!	46cb8c0461aa0bdbd91c.m4a
The carrot is not a sea friend!	79eb7b0236a1564d7b04.m4a
The corn is not a sea friend!	e58d03e4428171e5faad.m4a
The tomato is not a sea friend!	283d62516ebc518545a2.m4a
The cucumber is not a sea friend!	fee94c0325d9ed0fc500.m4a
The sneaker is not a sea friend!	c706945b46d9eb321b48.m4a
The cap is not a sea friend!	cd454f609aeda48ddef4.m4a
The glove is not a sea friend!	18292ac24f0f3d8642e9.m4a
The sock is not a sea friend!	3d7ead57944875290613.m4a
The dress is not a sea friend!	95dad43b55fa862a443d.m4a
The coat is not a sea friend!	c56167252de7dbc84510.m4a
The piano is not a sea friend!	9b615d23c4871ab56ed8.m4a
The guitar is not a sea friend!	f406bd318176886c3f3f.m4a
The trumpet is not a sea friend!	fa77a5e73f9d7922c51c.m4a
The drum is not a sea friend!	7727758ec9b2889c97ea.m4a
The violin is not a sea friend!	4c9d20cdf5fed5ff1e61.m4a
The bee is not a sea friend!	a416b6ef39f8b8b0a1df.m4a
The ladybug is not a sea friend!	4489145064802d89dc7a.m4a
The butterfly is not a sea friend!	c5c78700cc1b354b53c4.m4a
The caterpillar is not a sea friend!	432b74a457c33d5fbc1a.m4a
The ant is not a sea friend!	fb9ef1efef010112a7de.m4a
The soccer ball is not a sea friend!	0c6acdcaf59e27431619.m4a
The basketball is not a sea friend!	c18a9a045734cd48392a.m4a
The tennis ball is not a sea friend!	10f536c7c43b23fcdd54.m4a
The baseball is not a sea friend!	3e24d090d26716508271.m4a
The pizza is not a sea friend!	a165063c96ca41a3c264.m4a
The burger is not a sea friend!	32258c094975b60a3ec8.m4a
The taco is not a sea friend!	5cacc5fe462827b1f407.m4a
The sandwich is not a sea friend!	2ecf58ab7734dda32c0c.m4a
The spaghetti is not a sea friend!	e1fab29d2c175bd92b18.m4a
The apple is not a sweet treat!	f23184ad46025b2f7aec.m4a
The orange is not a sweet treat!	0bcee679a4d83eb94e80.m4a
The lemon is not a sweet treat!	ee4186a0ca32192f3210.m4a
The strawberry is not a sweet treat!	e5e0a0de1edaf2f76259.m4a
The grapes is not a sweet treat!	01d16640a57c5089ffb4.m4a
The banana is not a sweet treat!	8e32a3a96c4ba01767bb.m4a
The watermelon is not a sweet treat!	07bb4b88356f9f600d1f.m4a
The peach is not a sweet treat!	1e0cc05bddf290b8ad53.m4a
The dog is not a sweet treat!	0af93cd1006bd0714b89.m4a
The cat is not a sweet treat!	aba93b34d3096c3b7efa.m4a
The frog is not a sweet treat!	c026cd9c324c43b5783a.m4a
The bunny is not a sweet treat!	7969519e8527004d58e6.m4a
The bear is not a sweet treat!	704f2655b6ff4adc5d81.m4a
The cow is not a sweet treat!	e9aee85e5f5c346ed0bf.m4a
The pig is not a sweet treat!	ef4b654f5d9a60568959.m4a
The lion is not a sweet treat!	f066a82bb1330bc2e8f9.m4a
The car is not a sweet treat!	1433bfd07f79966972eb.m4a
The bus is not a sweet treat!	ffcfd1297470282fcabc.m4a
The train is not a sweet treat!	74a99257bc8c6343c8f0.m4a
The plane is not a sweet treat!	0d92b8700d76cb4a0679.m4a
The helicopter is not a sweet treat!	38d6ebd06b53347db407.m4a
The tractor is not a sweet treat!	6f7a03fef4d4cce396da.m4a
The scooter is not a sweet treat!	1c7c50c82c33c1dcfe9b.m4a
The blossom is not a sweet treat!	f91d301a0f5778ea59ff.m4a
The sunflower is not a sweet treat!	4e28b3e79cefac78ce51.m4a
The hibiscus is not a sweet treat!	9468d2d8c50862fce116.m4a
The tulip is not a sweet treat!	338f327b37a1ca8ee74a.m4a
The rose is not a sweet treat!	86e98024c1e5f793603a.m4a
The sun is not a sweet treat!	ab8245146beb2bdd644f.m4a
The moon is not a sweet treat!	160aa8e1137fbdbcd86f.m4a
The star is not a sweet treat!	aaa03b2a3033a66bb6e2.m4a
The cloud is not a sweet treat!	304b81c37811b2bec3ab.m4a
The rainbow is not a sweet treat!	675178377688c727b20d.m4a
The fish is not a sweet treat!	4e20d14edf23cfa70639.m4a
The dolphin is not a sweet treat!	dba268a3151ca5d2ad2a.m4a
The octopus is not a sweet treat!	86497e0288e7bd7a77fe.m4a
The crab is not a sweet treat!	e78e91b0e8454ecd815b.m4a
The whale is not a sweet treat!	497724b2a8a2bbf02b55.m4a
The seashell is not a sweet treat!	dd11589842ee8cb2bfc8.m4a
The broccoli is not a sweet treat!	a9c2375eb808de8dd932.m4a
The carrot is not a sweet treat!	f59d4d625c24e564cad1.m4a
The corn is not a sweet treat!	8de4f715f11fdf4cf39c.m4a
The tomato is not a sweet treat!	ae3c50f262318f1cd1c3.m4a
The cucumber is not a sweet treat!	af0fb87f521112864dbc.m4a
The sneaker is not a sweet treat!	ce3b21a09b4be486a982.m4a
The cap is not a sweet treat!	ca4d5efd27173eca7282.m4a
The glove is not a sweet treat!	2aede5dc4162aa62152b.m4a
The sock is not a sweet treat!	f26f8e72e30ab3a03eaa.m4a
The dress is not a sweet treat!	1aa9942304066e91b9e1.m4a
The coat is not a sweet treat!	9e092b4356013a108439.m4a
